season,location,matchday_nr,home_team_id,home_team_name,home_team,away_team_id,away_team_name,away_team,goals_home,goals_away,draw,win_home,win_away,goals_total
2007,Berlin,4,54,Hertha BSC,Hertha,131,VfL Wolfsburg,Wolfsburg,2,1,0,1,0,3
2007,Hannover,4,55,Hannover 96,Hannover,129,VfL Bochum,Bochum,3,2,0,1,0,5
2007,Cottbus,4,93,FC Energie Cottbus,Cottbus,79,1. FC Nürnberg,Nürnberg,1,1,1,0,0,2
2007,Rostock,4,102,FC Hansa Rostock,Rostock,7,Borussia Dortmund,BVB,0,1,0,0,1,1
2007,Duisburg,4,107,MSV Duisburg,Duisburg,83,Arminia Bielefeld,Bielefeld,3,0,0,1,0,3
2007,Hamburg,4,100,Hamburger SV,HSV,40,FC Bayern München,Bayern,1,1,1,0,0,2
2007,Karlsruhe,4,105,Karlsruher SC,Karlsruhe,16,VfB Stuttgart,Stuttgart,1,0,0,1,0,1
2007,Dortmund,5,7,Borussia Dortmund,BVB,134,Werder Bremen,Bremen,3,0,0,1,0,3
2007,Stuttgart,5,16,VfB Stuttgart,Stuttgart,93,FC Energie Cottbus,Cottbus,3,0,0,1,0,3
2007,München,5,40,FC Bayern München,Bayern,9,FC Schalke 04,Schalke,1,1,1,0,0,2
2007,Leverkusen,5,6,Bayer Leverkusen,Leverkusen,129,VfL Bochum,Bochum,2,0,0,1,0,2
2007,Nürnberg,5,79,1. FC Nürnberg,Nürnberg,55,Hannover 96,Hannover,2,2,1,0,0,4
2007,Bielefeld,5,83,Arminia Bielefeld,Bielefeld,102,FC Hansa Rostock,Rostock,4,2,0,1,0,6
2007,Frankfurt,5,91,Eintracht Frankfurt,Frankfurt,100,Hamburger SV,HSV,2,1,0,1,0,3
2007,Wolfsburg,5,131,VfL Wolfsburg,Wolfsburg,105,Karlsruher SC,Karlsruhe,1,2,0,0,1,3
2007,Duisburg,5,107,MSV Duisburg,Duisburg,54,Hertha BSC,Hertha,1,2,0,0,1,3
2007,Bochum,6,129,VfL Bochum,Bochum,91,Eintracht Frankfurt,Frankfurt,0,0,1,0,0,0
2007,Gelsenkirchen,6,9,FC Schalke 04,Schalke,83,Arminia Bielefeld,Bielefeld,3,0,0,1,0,3
2007,Bremen,6,134,Werder Bremen,Bremen,16,VfB Stuttgart,Stuttgart,4,1,0,1,0,5
2007,Hamburg,6,100,Hamburger SV,HSV,79,1. FC Nürnberg,Nürnberg,1,0,0,1,0,1
2007,Berlin,6,54,Hertha BSC,Hertha,7,Borussia Dortmund,BVB,3,2,0,1,0,5
2007,Cottbus,6,93,FC Energie Cottbus,Cottbus,131,VfL Wolfsburg,Wolfsburg,1,2,0,0,1,3
2007,Rostock,6,102,FC Hansa Rostock,Rostock,107,MSV Duisburg,Duisburg,2,0,0,1,0,2
2007,Hannover,6,55,Hannover 96,Hannover,6,Bayer Leverkusen,Leverkusen,0,3,0,0,1,3
2007,Karlsruhe,6,105,Karlsruher SC,Karlsruhe,40,FC Bayern München,Bayern,1,4,0,0,1,5
2007,Dortmund,7,7,Borussia Dortmund,BVB,100,Hamburger SV,HSV,0,3,0,0,1,3
2007,Berlin,7,54,Hertha BSC,Hertha,102,FC Hansa Rostock,Rostock,1,3,0,0,1,4
2007,Wolfsburg,7,131,VfL Wolfsburg,Wolfsburg,134,Werder Bremen,Bremen,1,1,1,0,0,2
2007,Duisburg,7,107,MSV Duisburg,Duisburg,9,FC Schalke 04,Schalke,0,2,0,0,1,2
2007,Stuttgart,7,16,VfB Stuttgart,Stuttgart,129,VfL Bochum,Bochum,1,0,0,1,0,1
2007,München,7,40,FC Bayern München,Bayern,93,FC Energie Cottbus,Cottbus,5,0,0,1,0,5
2007,Nürnberg,7,79,1. FC Nürnberg,Nürnberg,6,Bayer Leverkusen,Leverkusen,1,2,0,0,1,3
2007,Bielefeld,7,83,Arminia Bielefeld,Bielefeld,55,Hannover 96,Hannover,0,2,0,0,1,2
2007,Frankfurt,7,91,Eintracht Frankfurt,Frankfurt,105,Karlsruher SC,Karlsruhe,0,1,0,0,1,1
2007,Gelsenkirchen,8,9,FC Schalke 04,Schalke,54,Hertha BSC,Hertha,1,0,0,1,0,1
2007,Bremen,8,134,Werder Bremen,Bremen,83,Arminia Bielefeld,Bielefeld,8,1,0,1,0,9
2007,Leverkusen,8,6,Bayer Leverkusen,Leverkusen,40,FC Bayern München,Bayern,0,1,0,0,1,1
2007,Hamburg,8,100,Hamburger SV,HSV,131,VfL Wolfsburg,Wolfsburg,2,2,1,0,0,4
2007,Bochum,8,129,VfL Bochum,Bochum,79,1. FC Nürnberg,Nürnberg,3,3,1,0,0,6
2007,Karlsruhe,8,105,Karlsruher SC,Karlsruhe,7,Borussia Dortmund,BVB,3,1,0,1,0,4
2007,Rostock,8,102,FC Hansa Rostock,Rostock,16,VfB Stuttgart,Stuttgart,2,1,0,1,0,3
2007,Hannover,8,55,Hannover 96,Hannover,107,MSV Duisburg,Duisburg,2,1,0,1,0,3
2007,Cottbus,8,93,FC Energie Cottbus,Cottbus,91,Eintracht Frankfurt,Frankfurt,2,2,1,0,0,4
2007,Dortmund,9,7,Borussia Dortmund,BVB,129,VfL Bochum,Bochum,2,1,0,1,0,3
2007,Stuttgart,9,16,VfB Stuttgart,Stuttgart,55,Hannover 96,Hannover,0,2,0,0,1,2
2007,Gelsenkirchen,9,9,FC Schalke 04,Schalke,105,Karlsruher SC,Karlsruhe,0,2,0,0,1,2
2007,Berlin,9,54,Hertha BSC,Hertha,93,FC Energie Cottbus,Cottbus,0,0,1,0,0,0
2007,Bielefeld,9,83,Arminia Bielefeld,Bielefeld,100,Hamburger SV,HSV,0,1,0,0,1,1
2007,Wolfsburg,9,131,VfL Wolfsburg,Wolfsburg,102,FC Hansa Rostock,Rostock,1,0,0,1,0,1
2007,Duisburg,9,107,MSV Duisburg,Duisburg,134,Werder Bremen,Bremen,1,3,0,0,1,4
2007,München,9,40,FC Bayern München,Bayern,79,1. FC Nürnberg,Nürnberg,3,0,0,1,0,3
2007,Frankfurt,9,91,Eintracht Frankfurt,Frankfurt,6,Bayer Leverkusen,Leverkusen,2,1,0,1,0,3
2007,Cottbus,10,93,FC Energie Cottbus,Cottbus,107,MSV Duisburg,Duisburg,1,2,0,0,1,3
2007,Bremen,10,134,Werder Bremen,Bremen,54,Hertha BSC,Hertha,3,2,0,1,0,5
2007,Leverkusen,10,6,Bayer Leverkusen,Leverkusen,7,Borussia Dortmund,BVB,2,2,1,0,0,4
2007,Nürnberg,10,79,1. FC Nürnberg,Nürnberg,91,Eintracht Frankfurt,Frankfurt,5,1,0,1,0,6
2007,Hamburg,10,100,Hamburger SV,HSV,16,VfB Stuttgart,Stuttgart,4,1,0,1,0,5
2007,Bochum,10,129,VfL Bochum,Bochum,40,FC Bayern München,Bayern,1,2,0,0,1,3
2007,Rostock,10,102,FC Hansa Rostock,Rostock,9,FC Schalke 04,Schalke,1,1,1,0,0,2
2007,Hannover,10,55,Hannover 96,Hannover,131,VfL Wolfsburg,Wolfsburg,2,2,1,0,0,4
2007,Karlsruhe,10,105,Karlsruher SC,Karlsruhe,83,Arminia Bielefeld,Bielefeld,0,0,1,0,0,0
2007,Frankfurt,11,91,Eintracht Frankfurt,Frankfurt,55,Hannover 96,Hannover,0,0,1,0,0,0
2007,Stuttgart,11,16,VfB Stuttgart,Stuttgart,6,Bayer Leverkusen,Leverkusen,1,0,0,1,0,1
2007,Gelsenkirchen,11,9,FC Schalke 04,Schalke,134,Werder Bremen,Bremen,1,1,1,0,0,2
2007,Berlin,11,54,Hertha BSC,Hertha,129,VfL Bochum,Bochum,2,0,0,1,0,2
2007,Bielefeld,11,83,Arminia Bielefeld,Bielefeld,93,FC Energie Cottbus,Cottbus,1,1,1,0,0,2
2007,Wolfsburg,11,131,VfL Wolfsburg,Wolfsburg,79,1. FC Nürnberg,Nürnberg,3,1,0,1,0,4
2007,Rostock,11,102,FC Hansa Rostock,Rostock,105,Karlsruher SC,Karlsruhe,0,0,1,0,0,0
2007,Dortmund,11,7,Borussia Dortmund,BVB,40,FC Bayern München,Bayern,0,0,1,0,0,0
2007,Duisburg,11,107,MSV Duisburg,Duisburg,100,Hamburger SV,HSV,0,1,0,0,1,1
2007,Cottbus,12,93,FC Energie Cottbus,Cottbus,9,FC Schalke 04,Schalke,1,0,0,1,0,1
2007,Bremen,12,134,Werder Bremen,Bremen,102,FC Hansa Rostock,Rostock,1,0,0,1,0,1
2007,München,12,40,FC Bayern München,Bayern,91,Eintracht Frankfurt,Frankfurt,0,0,1,0,0,0
2007,Leverkusen,12,6,Bayer Leverkusen,Leverkusen,83,Arminia Bielefeld,Bielefeld,4,0,0,1,0,4
2007,Nürnberg,12,79,1. FC Nürnberg,Nürnberg,16,VfB Stuttgart,Stuttgart,0,1,0,0,1,1
2007,Hamburg,12,100,Hamburger SV,HSV,54,Hertha BSC,Hertha,2,1,0,1,0,3
2007,Hannover,12,55,Hannover 96,Hannover,7,Borussia Dortmund,BVB,2,1,0,1,0,3
2007,Bochum,12,129,VfL Bochum,Bochum,131,VfL Wolfsburg,Wolfsburg,5,3,0,1,0,8
2007,Karlsruhe,12,105,Karlsruher SC,Karlsruhe,107,MSV Duisburg,Duisburg,1,0,0,1,0,1
2007,Duisburg,13,107,MSV Duisburg,Duisburg,129,VfL Bochum,Bochum,0,2,0,0,1,2
2007,Stuttgart,13,16,VfB Stuttgart,Stuttgart,40,FC Bayern München,Bayern,3,1,0,1,0,4
2007,Gelsenkirchen,13,9,FC Schalke 04,Schalke,100,Hamburger SV,HSV,1,1,1,0,0,2
2007,Bremen,13,134,Werder Bremen,Bremen,105,Karlsruher SC,Karlsruhe,4,0,0,1,0,4
2007,Dortmund,13,7,Borussia Dortmund,BVB,91,Eintracht Frankfurt,Frankfurt,1,1,1,0,0,2
2007,Berlin,13,54,Hertha BSC,Hertha,55,Hannover 96,Hannover,1,0,0,1,0,1
2007,Rostock,13,102,FC Hansa Rostock,Rostock,93,FC Energie Cottbus,Cottbus,3,2,0,1,0,5
2007,Bielefeld,13,83,Arminia Bielefeld,Bielefeld,79,1. FC Nürnberg,Nürnberg,3,1,0,1,0,4
2007,Wolfsburg,13,131,VfL Wolfsburg,Wolfsburg,6,Bayer Leverkusen,Leverkusen,1,2,0,0,1,3
2007,Karlsruhe,14,105,Karlsruher SC,Karlsruhe,54,Hertha BSC,Hertha,2,1,0,1,0,3
2007,München,14,40,FC Bayern München,Bayern,131,VfL Wolfsburg,Wolfsburg,2,1,0,1,0,3
2007,Leverkusen,14,6,Bayer Leverkusen,Leverkusen,107,MSV Duisburg,Duisburg,4,1,0,1,0,5
2007,Bochum,14,129,VfL Bochum,Bochum,83,Arminia Bielefeld,Bielefeld,3,0,0,1,0,3
2007,Hannover,14,55,Hannover 96,Hannover,9,FC Schalke 04,Schalke,2,3,0,0,1,5
2007,Cottbus,14,93,FC Energie Cottbus,Cottbus,134,Werder Bremen,Bremen,0,2,0,0,1,2
2007,Frankfurt,14,91,Eintracht Frankfurt,Frankfurt,16,VfB Stuttgart,Stuttgart,1,4,0,0,1,5
2007,Nürnberg,14,79,1. FC Nürnberg,Nürnberg,7,Borussia Dortmund,BVB,2,0,0,1,0,2
2007,Hamburg,14,100,Hamburger SV,HSV,102,FC Hansa Rostock,Rostock,2,0,0,1,0,2
2007,Rostock,15,102,FC Hansa Rostock,Rostock,55,Hannover 96,Hannover,0,3,0,0,1,3
2007,Stuttgart,15,16,VfB Stuttgart,Stuttgart,7,Borussia Dortmund,BVB,1,2,0,0,1,3
2007,Gelsenkirchen,15,9,FC Schalke 04,Schalke,129,VfL Bochum,Bochum,1,0,0,1,0,1
2007,Bremen,15,134,Werder Bremen,Bremen,100,Hamburger SV,HSV,2,1,0,1,0,3
2007,Berlin,15,54,Hertha BSC,Hertha,6,Bayer Leverkusen,Leverkusen,0,3,0,0,1,3
2007,Cottbus,15,93,FC Energie Cottbus,Cottbus,105,Karlsruher SC,Karlsruhe,2,0,0,1,0,2
2007,Wolfsburg,15,131,VfL Wolfsburg,Wolfsburg,91,Eintracht Frankfurt,Frankfurt,2,2,1,0,0,4
2007,Bielefeld,15,83,Arminia Bielefeld,Bielefeld,40,FC Bayern München,Bayern,0,1,0,0,1,1
2007,Duisburg,15,107,MSV Duisburg,Duisburg,79,1. FC Nürnberg,Nürnberg,1,0,0,1,0,1
2007,Dortmund,16,7,Borussia Dortmund,BVB,83,Arminia Bielefeld,Bielefeld,6,1,0,1,0,7
2007,Stuttgart,16,16,VfB Stuttgart,Stuttgart,131,VfL Wolfsburg,Wolfsburg,3,1,0,1,0,4
2007,München,16,40,FC Bayern München,Bayern,107,MSV Duisburg,Duisburg,0,0,1,0,0,0
2007,Hamburg,16,100,Hamburger SV,HSV,93,FC Energie Cottbus,Cottbus,0,0,1,0,0,0
2007,Bochum,16,129,VfL Bochum,Bochum,105,Karlsruher SC,Karlsruhe,2,2,1,0,0,4
2007,Hannover,16,55,Hannover 96,Hannover,134,Werder Bremen,Bremen,4,3,0,1,0,7
2007,Frankfurt,16,91,Eintracht Frankfurt,Frankfurt,9,FC Schalke 04,Schalke,2,2,1,0,0,4
2007,Leverkusen,16,6,Bayer Leverkusen,Leverkusen,102,FC Hansa Rostock,Rostock,3,0,0,1,0,3
2007,Nürnberg,16,79,1. FC Nürnberg,Nürnberg,54,Hertha BSC,Hertha,2,1,0,1,0,3
2007,Cottbus,17,93,FC Energie Cottbus,Cottbus,55,Hannover 96,Hannover,5,1,0,1,0,6
2007,Gelsenkirchen,17,9,FC Schalke 04,Schalke,79,1. FC Nürnberg,Nürnberg,2,1,0,1,0,3
2007,Bremen,17,134,Werder Bremen,Bremen,6,Bayer Leverkusen,Leverkusen,5,2,0,1,0,7
2007,Berlin,17,54,Hertha BSC,Hertha,40,FC Bayern München,Bayern,0,0,1,0,0,0
2007,Bielefeld,17,83,Arminia Bielefeld,Bielefeld,16,VfB Stuttgart,Stuttgart,2,0,0,1,0,2
2007,Wolfsburg,17,131,VfL Wolfsburg,Wolfsburg,7,Borussia Dortmund,BVB,4,0,0,1,0,4
2007,Karlsruhe,17,105,Karlsruher SC,Karlsruhe,100,Hamburger SV,HSV,1,1,1,0,0,2
2007,Rostock,17,102,FC Hansa Rostock,Rostock,129,VfL Bochum,Bochum,2,0,0,1,0,2
2007,Duisburg,17,107,MSV Duisburg,Duisburg,91,Eintracht Frankfurt,Frankfurt,0,1,0,0,1,1
2007,Rostock,18,102,FC Hansa Rostock,Rostock,40,FC Bayern München,Bayern,1,2,0,0,1,3
2007,Cottbus,18,93,FC Energie Cottbus,Cottbus,6,Bayer Leverkusen,Leverkusen,2,3,0,0,1,5
2007,Karlsruhe,18,105,Karlsruher SC,Karlsruhe,79,1. FC Nürnberg,Nürnberg,2,0,0,1,0,2
2007,Duisburg,18,107,MSV Duisburg,Duisburg,7,Borussia Dortmund,BVB,3,3,1,0,0,6
2007,Hamburg,18,100,Hamburger SV,HSV,55,Hannover 96,Hannover,1,1,1,0,0,2
2007,Berlin,18,54,Hertha BSC,Hertha,91,Eintracht Frankfurt,Frankfurt,0,3,0,0,1,3
2007,Bielefeld,18,83,Arminia Bielefeld,Bielefeld,131,VfL Wolfsburg,Wolfsburg,0,1,0,0,1,1
2007,Gelsenkirchen,18,9,FC Schalke 04,Schalke,16,VfB Stuttgart,Stuttgart,4,1,0,1,0,5
2007,Bremen,18,134,Werder Bremen,Bremen,129,VfL Bochum,Bochum,1,2,0,0,1,3
2007,Frankfurt,19,91,Eintracht Frankfurt,Frankfurt,83,Arminia Bielefeld,Bielefeld,2,1,0,1,0,3
2007,Leverkusen,19,6,Bayer Leverkusen,Leverkusen,100,Hamburger SV,HSV,1,1,1,0,0,2
2007,Stuttgart,19,16,VfB Stuttgart,Stuttgart,54,Hertha BSC,Hertha,1,3,0,0,1,4
2007,Bochum,19,129,VfL Bochum,Bochum,93,FC Energie Cottbus,Cottbus,3,3,1,0,0,6
2007,Hannover,19,55,Hannover 96,Hannover,105,Karlsruher SC,Karlsruhe,2,2,1,0,0,4
2007,Nürnberg,19,79,1. FC Nürnberg,Nürnberg,102,FC Hansa Rostock,Rostock,1,1,1,0,0,2
2007,Wolfsburg,19,131,VfL Wolfsburg,Wolfsburg,107,MSV Duisburg,Duisburg,2,1,0,1,0,3
2007,Dortmund,19,7,Borussia Dortmund,BVB,9,FC Schalke 04,Schalke,2,3,0,0,1,5
2007,München,19,40,FC Bayern München,Bayern,134,Werder Bremen,Bremen,1,1,1,0,0,2
2007,Gelsenkirchen,20,9,FC Schalke 04,Schalke,131,VfL Wolfsburg,Wolfsburg,1,2,0,0,1,3
2007,Duisburg,20,107,MSV Duisburg,Duisburg,16,VfB Stuttgart,Stuttgart,2,3,0,0,1,5
2007,Karlsruhe,20,105,Karlsruher SC,Karlsruhe,6,Bayer Leverkusen,Leverkusen,2,2,1,0,0,4
2007,Bremen,20,134,Werder Bremen,Bremen,79,1. FC Nürnberg,Nürnberg,2,0,0,1,0,2
2007,Cottbus,20,93,FC Energie Cottbus,Cottbus,7,Borussia Dortmund,BVB,0,2,0,0,1,2
2007,Berlin,20,54,Hertha BSC,Hertha,83,Arminia Bielefeld,Bielefeld,1,0,0,1,0,1
2007,Rostock,20,102,FC Hansa Rostock,Rostock,91,Eintracht Frankfurt,Frankfurt,1,0,0,1,0,1
2007,Hannover,20,55,Hannover 96,Hannover,40,FC Bayern München,Bayern,0,3,0,0,1,3
2007,Hamburg,20,100,Hamburger SV,HSV,129,VfL Bochum,Bochum,3,0,0,1,0,3
2007,Bochum,21,129,VfL Bochum,Bochum,55,Hannover 96,Hannover,2,1,0,1,0,3
2007,Leverkusen,21,6,Bayer Leverkusen,Leverkusen,9,FC Schalke 04,Schalke,1,0,0,1,0,1
2007,Frankfurt,21,91,Eintracht Frankfurt,Frankfurt,134,Werder Bremen,Bremen,1,0,0,1,0,1
2007,Wolfsburg,21,131,VfL Wolfsburg,Wolfsburg,54,Hertha BSC,Hertha,0,0,1,0,0,0
2007,Stuttgart,21,16,VfB Stuttgart,Stuttgart,105,Karlsruher SC,Karlsruhe,3,1,0,1,0,4
2007,Dortmund,21,7,Borussia Dortmund,BVB,102,FC Hansa Rostock,Rostock,1,0,0,1,0,1
2007,Bielefeld,21,83,Arminia Bielefeld,Bielefeld,107,MSV Duisburg,Duisburg,0,2,0,0,1,2
2007,München,21,40,FC Bayern München,Bayern,100,Hamburger SV,HSV,1,1,1,0,0,2
2007,Nürnberg,21,79,1. FC Nürnberg,Nürnberg,93,FC Energie Cottbus,Cottbus,1,1,1,0,0,2
2007,Berlin,22,54,Hertha BSC,Hertha,107,MSV Duisburg,Duisburg,2,0,0,1,0,2
2007,Gelsenkirchen,22,9,FC Schalke 04,Schalke,40,FC Bayern München,Bayern,0,1,0,0,1,1
2007,Hannover,22,55,Hannover 96,Hannover,79,1. FC Nürnberg,Nürnberg,2,1,0,1,0,3
2007,Bremen,22,134,Werder Bremen,Bremen,7,Borussia Dortmund,BVB,2,0,0,1,0,2
2007,Rostock,22,102,FC Hansa Rostock,Rostock,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2007,Karlsruhe,22,105,Karlsruher SC,Karlsruhe,131,VfL Wolfsburg,Wolfsburg,3,1,0,1,0,4
2007,Bochum,22,129,VfL Bochum,Bochum,6,Bayer Leverkusen,Leverkusen,2,0,0,1,0,2
2007,Hamburg,22,100,Hamburger SV,HSV,91,Eintracht Frankfurt,Frankfurt,4,1,0,1,0,5
2007,Dortmund,23,7,Borussia Dortmund,BVB,54,Hertha BSC,Hertha,1,1,1,0,0,2
2007,Bielefeld,23,83,Arminia Bielefeld,Bielefeld,9,FC Schalke 04,Schalke,0,2,0,0,1,2
2007,Stuttgart,23,16,VfB Stuttgart,Stuttgart,134,Werder Bremen,Bremen,6,3,0,1,0,9
2007,Frankfurt,23,91,Eintracht Frankfurt,Frankfurt,129,VfL Bochum,Bochum,1,1,1,0,0,2
2007,Wolfsburg,23,131,VfL Wolfsburg,Wolfsburg,93,FC Energie Cottbus,Cottbus,3,0,0,1,0,3
2007,München,23,40,FC Bayern München,Bayern,105,Karlsruher SC,Karlsruhe,2,0,0,1,0,2
2007,Duisburg,23,107,MSV Duisburg,Duisburg,102,FC Hansa Rostock,Rostock,1,1,1,0,0,2
2007,Nürnberg,23,79,1. FC Nürnberg,Nürnberg,100,Hamburger SV,HSV,0,0,1,0,0,0
2007,Leverkusen,23,6,Bayer Leverkusen,Leverkusen,55,Hannover 96,Hannover,2,0,0,1,0,2
2007,Cottbus,22,93,FC Energie Cottbus,Cottbus,16,VfB Stuttgart,Stuttgart,0,1,0,0,1,1
2007,Gelsenkirchen,24,9,FC Schalke 04,Schalke,107,MSV Duisburg,Duisburg,2,1,0,1,0,3
2007,Bochum,24,129,VfL Bochum,Bochum,16,VfB Stuttgart,Stuttgart,1,1,1,0,0,2
2007,Cottbus,24,93,FC Energie Cottbus,Cottbus,40,FC Bayern München,Bayern,2,0,0,1,0,2
2007,Hamburg,24,100,Hamburger SV,HSV,7,Borussia Dortmund,BVB,1,0,0,1,0,1
2007,Rostock,24,102,FC Hansa Rostock,Rostock,54,Hertha BSC,Hertha,0,0,1,0,0,0
2007,Hannover,24,55,Hannover 96,Hannover,83,Arminia Bielefeld,Bielefeld,2,2,1,0,0,4
2007,Karlsruhe,24,105,Karlsruher SC,Karlsruhe,91,Eintracht Frankfurt,Frankfurt,0,1,0,0,1,1
2007,Leverkusen,24,6,Bayer Leverkusen,Leverkusen,79,1. FC Nürnberg,Nürnberg,4,1,0,1,0,5
2007,Bremen,24,134,Werder Bremen,Bremen,131,VfL Wolfsburg,Wolfsburg,0,1,0,0,1,1
2007,Frankfurt,25,91,Eintracht Frankfurt,Frankfurt,93,FC Energie Cottbus,Cottbus,2,1,0,1,0,3
2007,München,25,40,FC Bayern München,Bayern,6,Bayer Leverkusen,Leverkusen,2,1,0,1,0,3
2007,Wolfsburg,25,131,VfL Wolfsburg,Wolfsburg,100,Hamburger SV,HSV,1,1,1,0,0,2
2007,Nürnberg,25,79,1. FC Nürnberg,Nürnberg,129,VfL Bochum,Bochum,1,1,1,0,0,2
2007,Duisburg,25,107,MSV Duisburg,Duisburg,55,Hannover 96,Hannover,1,1,1,0,0,2
2007,Dortmund,25,7,Borussia Dortmund,BVB,105,Karlsruher SC,Karlsruhe,1,1,1,0,0,2
2007,Stuttgart,25,16,VfB Stuttgart,Stuttgart,102,FC Hansa Rostock,Rostock,4,1,0,1,0,5
2007,Berlin,25,54,Hertha BSC,Hertha,9,FC Schalke 04,Schalke,1,2,0,0,1,3
2007,Bielefeld,25,83,Arminia Bielefeld,Bielefeld,134,Werder Bremen,Bremen,1,1,1,0,0,2
2007,Rostock,26,102,FC Hansa Rostock,Rostock,131,VfL Wolfsburg,Wolfsburg,0,1,0,0,1,1
2007,Karlsruhe,26,105,Karlsruher SC,Karlsruhe,9,FC Schalke 04,Schalke,0,0,1,0,0,0
2007,Nürnberg,26,79,1. FC Nürnberg,Nürnberg,40,FC Bayern München,Bayern,1,1,1,0,0,2
2007,Bochum,26,129,VfL Bochum,Bochum,7,Borussia Dortmund,BVB,3,3,1,0,0,6
2007,Hamburg,26,100,Hamburger SV,HSV,83,Arminia Bielefeld,Bielefeld,1,1,1,0,0,2
2007,Leverkusen,26,6,Bayer Leverkusen,Leverkusen,91,Eintracht Frankfurt,Frankfurt,0,2,0,0,1,2
2007,Bremen,26,134,Werder Bremen,Bremen,107,MSV Duisburg,Duisburg,1,2,0,0,1,3
2007,Hannover,26,55,Hannover 96,Hannover,16,VfB Stuttgart,Stuttgart,0,0,1,0,0,0
2007,Cottbus,26,93,FC Energie Cottbus,Cottbus,54,Hertha BSC,Hertha,2,1,0,1,0,3
2007,Duisburg,27,107,MSV Duisburg,Duisburg,93,FC Energie Cottbus,Cottbus,0,1,0,0,1,1
2007,Berlin,27,54,Hertha BSC,Hertha,134,Werder Bremen,Bremen,1,2,0,0,1,3
2007,Frankfurt,27,91,Eintracht Frankfurt,Frankfurt,79,1. FC Nürnberg,Nürnberg,1,3,0,0,1,4
2007,Stuttgart,27,16,VfB Stuttgart,Stuttgart,100,Hamburger SV,HSV,1,0,0,1,0,1
2007,Wolfsburg,27,131,VfL Wolfsburg,Wolfsburg,55,Hannover 96,Hannover,3,2,0,1,0,5
2007,Bielefeld,27,83,Arminia Bielefeld,Bielefeld,105,Karlsruher SC,Karlsruhe,1,0,0,1,0,1
2007,Gelsenkirchen,27,9,FC Schalke 04,Schalke,102,FC Hansa Rostock,Rostock,1,0,0,1,0,1
2007,Dortmund,27,7,Borussia Dortmund,BVB,6,Bayer Leverkusen,Leverkusen,2,1,0,1,0,3
2007,München,27,40,FC Bayern München,Bayern,129,VfL Bochum,Bochum,3,1,0,1,0,4
2007,Bremen,28,134,Werder Bremen,Bremen,9,FC Schalke 04,Schalke,5,1,0,1,0,6
2007,Bochum,28,129,VfL Bochum,Bochum,54,Hertha BSC,Hertha,1,1,1,0,0,2
2007,Cottbus,28,93,FC Energie Cottbus,Cottbus,83,Arminia Bielefeld,Bielefeld,1,0,0,1,0,1
2007,Hannover,28,55,Hannover 96,Hannover,91,Eintracht Frankfurt,Frankfurt,2,1,0,1,0,3
2007,Karlsruhe,28,105,Karlsruher SC,Karlsruhe,102,FC Hansa Rostock,Rostock,1,2,0,0,1,3
2007,Hamburg,28,100,Hamburger SV,HSV,107,MSV Duisburg,Duisburg,0,1,0,0,1,1
2007,Leverkusen,28,6,Bayer Leverkusen,Leverkusen,16,VfB Stuttgart,Stuttgart,3,0,0,1,0,3
2007,München,28,40,FC Bayern München,Bayern,7,Borussia Dortmund,BVB,5,0,0,1,0,5
2007,Rostock,29,102,FC Hansa Rostock,Rostock,134,Werder Bremen,Bremen,1,2,0,0,1,3
2007,Berlin,29,54,Hertha BSC,Hertha,100,Hamburger SV,HSV,0,0,1,0,0,0
2007,Wolfsburg,29,131,VfL Wolfsburg,Wolfsburg,129,VfL Bochum,Bochum,0,1,0,0,1,1
2007,Gelsenkirchen,29,9,FC Schalke 04,Schalke,93,FC Energie Cottbus,Cottbus,5,0,0,1,0,5
2007,Frankfurt,29,91,Eintracht Frankfurt,Frankfurt,40,FC Bayern München,Bayern,1,3,0,0,1,4
2007,Bielefeld,29,83,Arminia Bielefeld,Bielefeld,6,Bayer Leverkusen,Leverkusen,1,0,0,1,0,1
2007,Stuttgart,29,16,VfB Stuttgart,Stuttgart,79,1. FC Nürnberg,Nürnberg,3,0,0,1,0,3
2007,Dortmund,29,7,Borussia Dortmund,BVB,55,Hannover 96,Hannover,1,3,0,0,1,4
2007,Duisburg,29,107,MSV Duisburg,Duisburg,105,Karlsruher SC,Karlsruhe,0,1,0,0,1,1
2007,Nürnberg,28,79,1. FC Nürnberg,Nürnberg,131,VfL Wolfsburg,Wolfsburg,1,0,0,1,0,1
2007,Frankfurt,30,91,Eintracht Frankfurt,Frankfurt,7,Borussia Dortmund,BVB,1,1,1,0,0,2
2007,Hamburg,30,100,Hamburger SV,HSV,9,FC Schalke 04,Schalke,0,1,0,0,1,1
2007,Karlsruhe,30,105,Karlsruher SC,Karlsruhe,134,Werder Bremen,Bremen,3,3,1,0,0,6
2007,Hannover,30,55,Hannover 96,Hannover,54,Hertha BSC,Hertha,2,2,1,0,0,4
2007,Nürnberg,30,79,1. FC Nürnberg,Nürnberg,83,Arminia Bielefeld,Bielefeld,2,2,1,0,0,4
2007,Cottbus,30,93,FC Energie Cottbus,Cottbus,102,FC Hansa Rostock,Rostock,2,1,0,1,0,3
2007,Bochum,30,129,VfL Bochum,Bochum,107,MSV Duisburg,Duisburg,1,1,1,0,0,2
